target_word,similar_words,similarity_count,rule_types
voleur,"voler, violeur, voyeur, valeur, voltigeur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
volière,"volée, volage, volume, volute, voler",5,"Rule5a_Skeleton, Rule5b_Structural"
volontaire,volontiers,1,Rule2-4_EditDistance
volontiers,volontaire,1,Rule2-4_EditDistance
volonté,"volant, volé, violent",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voltige,"voltiger, voltigeur, volatile, volée, volume",5,Rule5b_Structural
voltiger,"voltige, voltigeur, voler, voleter, volatile",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voltigeur,"voltiger, voltige, voleur",3,"Rule5a_Skeleton, Rule5b_Structural"
volubile,"volatile, volaille, volume, volute, voltige",5,"Rule2-4_EditDistance, Rule5b_Structural"
volume,"volute, volubile, volière, voltige",4,"Rule2-4_EditDistance, Rule5b_Structural"
volumineux,voluptueux,1,Rule2-4_EditDistance
voluptueux,volumineux,1,Rule2-4_EditDistance
volupté,volé,1,Rule5b_Structural
volute,"volume, volubile, volet, volière, voltige",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
volé,"volée, voilé, volonté, volupté, viol",5,"Rule2-4_EditDistance, Rule5b_Structural"
volée,"volé, voler, volet, voilé, volière",5,"Rule2-4_EditDistance, Rule5b_Structural"
vomir,"voir, voire",2,"Rule2-4_EditDistance, Rule5b_Structural"
vorace,"vrac, varice",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voracité,vivacité,1,Rule2-4_EditDistance
vote,"voter, votre, voûte, voie, vite",5,"Rule2-4_EditDistance, Rule5b_Structural"
voter,"vote, voûter, voler, votre, vouer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
votre,"vote, voire, voter, vitre, vôtre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vouer,"voguer, voler, voter, vogue, vouloir",5,"Rule2-4_EditDistance, Rule5b_Structural"
vouivre,vivre,1,"Rule5a_Skeleton, Rule5b_Structural"
vouloir,"valoir, vouer, voiler, voilier, voler",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vous,voeu,1,Rule2-4_EditDistance
voyage,"voyager, voyageur, volage, voyelle",4,"Rule2-4_EditDistance, Rule5b_Structural"
voyager,"voyage, voyageur, voyeur, voguer, vaguer",5,"Rule5a_Skeleton, Rule5b_Structural"
voyageur,"voyager, voyage, voyeur, voguer, vigueur",5,"Rule5a_Skeleton, Rule5b_Structural"
voyant,"volant, vent, vente, vanité",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voyelle,"voyage, ville, veille, vallée, veillée",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voyeur,"voleur, voyageur, voyager",3,"Rule2-4_EditDistance, Rule5b_Structural"
voûte,"voûter, voûté, vote, voter, votre",5,"Rule2-4_EditDistance, Rule5b_Structural"
voûter,"voûte, voter, votre, voiture, vêtir",5,"Rule5a_Skeleton, Rule5b_Structural"
voûté,voûte,1,Rule2-4_EditDistance
vrac,"vrai, vorace, varice",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vrai,"vrac, vain",2,Rule2-4_EditDistance
vraiment,"vainement, vivement",2,"Rule2-4_EditDistance, Rule5b_Structural"
vraisemblable,"vraisemblance, vraisemblablement",2,"Rule2-4_EditDistance, Rule5b_Structural"
vraisemblablement,vraisemblable,1,Rule5b_Structural
vraisemblance,vraisemblable,1,Rule2-4_EditDistance
vrille,"vriller, ville, veille",3,"Rule2-4_EditDistance, Rule5b_Structural"
vriller,"vrille, veiller, vaciller, veilleur",4,"Rule2-4_EditDistance, Rule5b_Structural"
vulnérable,vénérable,1,Rule5b_Structural
végétarien,végétation,1,Rule2-4_EditDistance
végétation,"végétarien, vénération",2,Rule2-4_EditDistance
véhicule,véhiculer,1,Rule5b_Structural
véhiculer,véhicule,1,Rule5b_Structural
véhémence,véhément,1,Rule5b_Structural
véhément,véhémence,1,Rule5b_Structural
vénérable,"vulnérable, véritable",2,"Rule2-4_EditDistance, Rule5b_Structural"
vénération,végétation,1,Rule2-4_EditDistance
vénérer,vénéré,1,Rule5b_Structural
vénéré,"vénérer, venir, veneur",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vérifier,vitrifier,1,Rule5b_Structural
véritable,"vénérable, variable",2,"Rule2-4_EditDistance, Rule5b_Structural"
véritablement,verticalement,1,Rule2-4_EditDistance
vérité,"variété, vert, vertu",3,"Rule5a_Skeleton, Rule5b_Structural"
vérole,"vérolé, viril",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vérolé,"vérole, viril",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vétéran,vitrine,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
vêpre,"vipère, vapeur",2,"Rule5a_Skeleton, Rule5b_Structural"
vêtement,vivement,1,Rule2-4_EditDistance
vêtir,"voter, voûter, vautour, vitre, vitré",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vôtre,"vôtres, vitre, votre, vitré, voiture",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vôtres,vôtre,1,Rule5b_Structural
yaourt,yourte,1,Rule2-4_EditDistance
yourte,yaourt,1,Rule2-4_EditDistance
zèle,zélé,1,Rule2-4_EditDistance
zélé,zèle,1,Rule2-4_EditDistance
âcre,"âpre, âtre",2,Rule2-4_EditDistance
âpre,"âpreté, âcre, âtre",3,"Rule2-4_EditDistance, Rule5b_Structural"
âpreté,âpre,1,Rule5b_Structural
âtre,"âcre, âpre",2,Rule2-4_EditDistance
ébahi,ébahir,1,Rule5b_Structural
ébahir,"ébahi, ébaucher",2,Rule5b_Structural
ébat,état,1,Rule2-4_EditDistance
ébattre,ébauche,1,Rule2-4_EditDistance
ébauche,"ébaucher, ébauché, ébattre",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ébaucher,"ébauche, ébauché, éplucher, épancher, étancher",5,"Rule2-4_EditDistance, Rule5b_Structural"
ébauché,"ébauche, ébaucher",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éberluer,"éberlué, ébrouer, éternuer, évertuer, ébranler",5,"Rule2-4_EditDistance, Rule5b_Structural"
éberlué,éberluer,1,Rule5b_Structural
ébloui,éblouir,1,Rule5b_Structural
éblouir,"ébloui, ébouler",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éblouissant,"éblouissement, étourdissant",2,Rule5b_Structural
éblouissement,"éblouissant, épanouissement, évanouissement, établissement, étourdissement",5,"Rule2-4_EditDistance, Rule5b_Structural"
ébouer,"éboueur, ébouler, ébrouer",3,Rule5b_Structural
éboueur,"ébouer, ébouler, ébrouer, écouteur",4,"Rule2-4_EditDistance, Rule5b_Structural"
éboulement,"écoulement, écroulement",2,"Rule2-4_EditDistance, Rule5b_Structural"
ébouler,"ébouer, écouler, écrouler, éboueur, ébrouer",5,"Rule2-4_EditDistance, Rule5b_Structural"
ébouriffer,ébouriffé,1,Rule5b_Structural
ébouriffé,ébouriffer,1,Rule5b_Structural
ébranler,"étrangler, érafler, ébrouer, étranger, éberluer",5,"Rule2-4_EditDistance, Rule5b_Structural"
ébrouer,"ébouer, éberluer, ébouler, éboueur, écrouler",5,"Rule2-4_EditDistance, Rule5b_Structural"
écaille,"écailler, écaillé, écuelle, égailler, émailler",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écailler,"écaille, écaillé, égailler, émailler, écarquiller",5,"Rule2-4_EditDistance, Rule5b_Structural"
écaillé,"écaille, écailler, émaillé, éraillé, écartelé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écarlate,"écarter, éclater, écartelé, écaille",4,"Rule2-4_EditDistance, Rule5b_Structural"
écarquiller,"écailler, écrabouiller",2,Rule5b_Structural
écart,"écarté, écarter, éclat, écrit, écriteau",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écarteler,"écarter, écartelé, écailler",3,Rule5b_Structural
écartelé,"écarteler, écarter, écarté, écaillé, écarlate",5,"Rule2-4_EditDistance, Rule5b_Structural"
écarter,"écarteler, écartelé, écart, écarté, écourter",5,"Rule5a_Skeleton, Rule5b_Structural"
écarté,"écart, écarter, écartelé, éclaté, écaillé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
échafaud,échafauder,1,Rule5b_Structural
échafaudage,échafauder,1,Rule5b_Structural
échafauder,"échafaud, échafaudage",2,Rule5b_Structural
échange,"échanger, échéance, échappée, échelle, échoppe",5,"Rule2-4_EditDistance, Rule5b_Structural"
échanger,"échange, échapper, étranger, échassier, échauffer",5,"Rule2-4_EditDistance, Rule5b_Structural"
échapper,"échappé, échappée, échanger, écharpe, échoppe",5,"Rule2-4_EditDistance, Rule5b_Structural"
échappé,"échappée, échapper, échoppe",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
échappée,"échappé, échapper, écharpe, échoppe, échange",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écharde,"écharpe, échappée, échine, échéance, échelle",5,"Rule2-4_EditDistance, Rule5b_Structural"
écharpe,"écharde, échapper, échappée, échine, échéance",5,"Rule2-4_EditDistance, Rule5b_Structural"
échassier,"échanger, échapper, échauffer, échiquier",4,"Rule2-4_EditDistance, Rule5b_Structural"
échauffer,"échanger, échapper, échassier, échouer",4,"Rule2-4_EditDistance, Rule5b_Structural"
échelle,"écuelle, échine, échange, écharde, écharpe",5,"Rule2-4_EditDistance, Rule5b_Structural"
écheveau,échevelé,1,Rule2-4_EditDistance
échevelé,écheveau,1,Rule2-4_EditDistance
échine,"écharde, écharpe, échelle, échoppe, échéance",5,Rule5b_Structural
échiquier,"échassier, échouer",2,"Rule2-4_EditDistance, Rule5b_Structural"
écho,échoir,1,Rule5b_Structural
échoir,"écho, échouer",2,"Rule5a_Skeleton, Rule5b_Structural"
échoppe,"échapper, échappée, échappé, échine, échange",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
échouer,"échoir, écouler, écouter, écrouler, échanger",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
échéance,"échéant, échange, échanger, élégance, échine",5,"Rule2-4_EditDistance, Rule5b_Structural"
échéant,échéance,1,Rule5b_Structural
éclabousser,éclaboussure,1,"Rule5a_Skeleton, Rule5b_Structural"
éclaboussure,éclabousser,1,"Rule5a_Skeleton, Rule5b_Structural"
éclair,"éclairé, éclairer, éclaircir, éclaireur, écluser",5,"Rule5a_Skeleton, Rule5b_Structural"
éclairage,"éclaircie, éclairer, éclaireur",3,"Rule2-4_EditDistance, Rule5b_Structural"
éclaircie,"éclaircir, éclairage, éclairer, éclaireur",4,"Rule2-4_EditDistance, Rule5b_Structural"
éclaircir,"éclaircie, éclair, éclairer, éclaireur",4,"Rule2-4_EditDistance, Rule5b_Structural"
éclairer,"éclaireur, éclair, éclairé, éclaircir, éclater",5,"Rule5a_Skeleton, Rule5b_Structural"
éclaireur,"éclairer, éclaircir, éclair, éclairage, éclaircie",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éclairé,"éclair, éclairer, éclopé, éclore, écolier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éclat,"éclaté, éclater, éclatant, écart",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éclatant,"éclat, éclatement, épatant, écoutant, écrasant",5,"Rule2-4_EditDistance, Rule5b_Structural"
éclatement,"éclatant, écrasement, écoulement, élancement",4,"Rule2-4_EditDistance, Rule5b_Structural"
éclater,"éclat, éclaté, éclairer, écarter, éclaireur",5,"Rule2-4_EditDistance, Rule5b_Structural"
éclaté,"éclat, éclater, écarté",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éclipse,"éclipser, éclore",2,Rule5b_Structural
éclipser,"éclipse, écluser, éclater, éclairer, écolier",5,"Rule2-4_EditDistance, Rule5b_Structural"
éclopé,éclairé,1,Rule5b_Structural
éclore,"écorce, éclipse, éclairé, éclair, écolier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éclos,écluse,1,"Rule5a_Skeleton, Rule5b_Structural"
écluse,"écluser, éclos",2,"Rule5a_Skeleton, Rule5b_Structural"
écluser,"écluse, éclipser, éclairer, éclair",4,Rule5b_Structural
écoeurant,"écoeurement, écoutant",2,Rule5b_Structural
écoeurement,"écoeurant, écoulement, écroulement",3,"Rule2-4_EditDistance, Rule5b_Structural"
écoeurer,"écoeuré, écourter, écouler, écouter, écouteur",5,"Rule2-4_EditDistance, Rule5b_Structural"
écoeuré,"écoeurer, écouteur, écorché",3,"Rule2-4_EditDistance, Rule5b_Structural"
école,"étole, économe",2,"Rule2-4_EditDistance, Rule5b_Structural"
écolier,"écouler, écoeurer, écorcher, écourter, éclipser",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éconduire,économie,1,Rule5b_Structural
économe,"économie, économique, école, écorce, écoute",5,"Rule5a_Skeleton, Rule5b_Structural"
économie,"économe, économique, économiser, éconduire",4,"Rule5a_Skeleton, Rule5b_Structural"
économique,"économie, économiser, économe",3,"Rule2-4_EditDistance, Rule5b_Structural"
économiser,"économie, économique",2,"Rule2-4_EditDistance, Rule5b_Structural"
écoper,"écoeurer, écorcher, écourter, écouteur",4,Rule5b_Structural
écorce,"écorché, écorcher, éclore, économe",4,"Rule2-4_EditDistance, Rule5b_Structural"
écorcher,"écorché, écorce, écoper, écolier, écosser",5,Rule5b_Structural
écorché,"écorcher, écorce, écoulé, écoeuré",4,"Rule2-4_EditDistance, Rule5b_Structural"
écosser,"émousser, écoeurer, écorcher, écourter, écouteur",5,Rule5b_Structural
écoulement,"écroulement, éboulement, écoeurement, éclatement",4,"Rule2-4_EditDistance, Rule5b_Structural"
écouler,"écrouler, écouter, écoulé, ébouler, écourter",5,"Rule2-4_EditDistance, Rule5b_Structural"
écoulé,"écouler, écorché",2,Rule5b_Structural
écourter,"écouter, écouteur, écouler, écoute, écarter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écoutant,"éclatant, écoeurant, émouvant",3,"Rule2-4_EditDistance, Rule5b_Structural"
écoute,"écouter, écouteur, écourter, économe",4,Rule5b_Structural
écouter,"écoute, écouteur, écourter, écouler, égoutter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écouteur,"écouter, écoute, écourter, écouler, écoeuré",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écrabouiller,écarquiller,1,Rule5b_Structural
écran,"écrin, écrivain",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écrasant,"écrasement, éclatant",2,"Rule2-4_EditDistance, Rule5b_Structural"
écrasement,"écrasant, écroulement, éclatement",3,"Rule2-4_EditDistance, Rule5b_Structural"
écraser,"écrasé, écrouler",2,Rule5b_Structural
écrasé,écraser,1,Rule5b_Structural
écrier,"écrire, étrier, écurie, écrouler, ériger",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écrin,"écrit, écran, écrivain",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écrire,"écrier, écriture, écritoire, écurie, écoeurer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écrit,"écrin, écriteau, écart, écarté",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écriteau,"écrit, écriture, écart, écarté",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écritoire,"écriture, écrire, écarter, écourter",4,"Rule5a_Skeleton, Rule5b_Structural"
écriture,"écritoire, écrire, écriteau, écarter, écourter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écrivain,"écrin, écran",2,Rule5b_Structural
écroulement,"écoulement, éboulement, écrasement, écoeurement",4,"Rule2-4_EditDistance, Rule5b_Structural"
écrouler,"écouler, ébouler, échouer, écouter, écrier",5,Rule5b_Structural
écueil,écureuil,1,Rule5b_Structural
écuelle,"échelle, écaille, écume, écurie, écaillé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
écume,"écumer, écuelle",2,Rule5b_Structural
écumer,"écume, écuyer",2,"Rule2-4_EditDistance, Rule5b_Structural"
écureuil,écueil,1,Rule5b_Structural
écurie,"écrier, écrire, écuelle",3,"Rule2-4_EditDistance, Rule5b_Structural"
écuyer,écumer,1,Rule2-4_EditDistance
éden,édenté,1,Rule5b_Structural
édenté,éden,1,Rule5b_Structural
édifiant,étudiant,1,Rule2-4_EditDistance
édifice,édifier,1,Rule2-4_EditDistance
édifier,"édifice, éditeur",2,Rule2-4_EditDistance
éditer,"éditeur, éviter",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éditeur,"éditer, édifier",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
édition,érudition,1,Rule5b_Structural
éducateur,évocateur,1,Rule2-4_EditDistance
éducation,"évocation, équation, émulation, épuration",4,"Rule2-4_EditDistance, Rule5b_Structural"
égailler,"écailler, émailler, égaler, égosiller, éveiller",5,"Rule2-4_EditDistance, Rule5b_Structural"
égal,"égaler, étal",2,"Rule2-4_EditDistance, Rule5b_Structural"
également,égarement,1,Rule2-4_EditDistance
égaler,"égarer, égayer, égal, égaliser, étaler",5,"Rule2-4_EditDistance, Rule5b_Structural"
égaliser,"égaler, église, égailler, égarer, égayer",5,"Rule2-4_EditDistance, Rule5b_Structural"
égalité,égaré,1,Rule5b_Structural
égard,égaré,1,Rule2-4_EditDistance
égarement,également,1,Rule2-4_EditDistance
égarer,"égaler, égayer, égailler, égaliser",4,"Rule2-4_EditDistance, Rule5b_Structural"
égaré,"égard, égalité",2,"Rule2-4_EditDistance, Rule5b_Structural"
égayer,"égaler, égarer, étayer, égailler, égaliser",5,"Rule2-4_EditDistance, Rule5b_Structural"
église,égaliser,1,Rule5b_Structural
égorger,"égoutier, égoutter",2,Rule5b_Structural
égosiller,égailler,1,Rule5b_Structural
égoutier,"égoutter, écouter, égorger, écourter, écouteur",5,"Rule2-4_EditDistance, Rule5b_Structural"
égoutter,"égoutier, écouter, écourter, égorger, écouteur",5,"Rule2-4_EditDistance, Rule5b_Structural"
égoïsme,égoïste,1,Rule2-4_EditDistance
égoïste,égoïsme,1,Rule2-4_EditDistance
égratigner,égratignure,1,"Rule5a_Skeleton, Rule5b_Structural"
égratignure,égratigner,1,"Rule5a_Skeleton, Rule5b_Structural"
éjecter,électeur,1,Rule5b_Structural
élaborer,"évaporer, élancer, éclairer",3,"Rule2-4_EditDistance, Rule5b_Structural"
élan,élancé,1,Rule5b_Structural
élancement,"épanchement, éclatement",2,"Rule2-4_EditDistance, Rule5b_Structural"
élancer,"élancé, épancher, étancher, élaborer, élégance",5,Rule5b_Structural
élancé,"élancer, élan",2,Rule5b_Structural
élargir,élancer,1,Rule2-4_EditDistance
électeur,"éleveur, éjecter, écouteur, élever",4,"Rule2-4_EditDistance, Rule5b_Structural"
élection,"érection, élocution",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
électricien,électricité,1,Rule2-4_EditDistance
électricité,électricien,1,Rule2-4_EditDistance
électrique,"électronique, électriser",2,"Rule2-4_EditDistance, Rule5b_Structural"
électriser,électrique,1,Rule2-4_EditDistance
électronique,"électrique, électrophone",2,"Rule2-4_EditDistance, Rule5b_Structural"
électrophone,électronique,1,Rule2-4_EditDistance
élever,"éleveur, électeur",2,"Rule5a_Skeleton, Rule5b_Structural"
éleveur,"élever, électeur",2,"Rule5a_Skeleton, Rule5b_Structural"
élevé,élève,1,Rule2-4_EditDistance
élier,"élire, épier, évier, éliminer, élite",5,"Rule2-4_EditDistance, Rule5b_Structural"
éliminer,"élier, éloigner",2,"Rule2-4_EditDistance, Rule5b_Structural"
élire,"élite, élier",2,Rule2-4_EditDistance
élite,"élire, élier",2,Rule2-4_EditDistance
élocution,"élection, évolution, évocation",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
éloigner,"éloigné, éliminer",2,"Rule2-4_EditDistance, Rule5b_Structural"
éloigné,éloigner,1,Rule5b_Structural
éloquence,éloquent,1,Rule5b_Structural
éloquent,éloquence,1,Rule5b_Structural
élucider,"éluder, éplucher",2,"Rule2-4_EditDistance, Rule5b_Structural"
éluder,élucider,1,Rule5b_Structural
élève,élevé,1,Rule2-4_EditDistance
élégamment,"élégant, élément",2,Rule5b_Structural
élégance,"élégant, élancer, échéance",3,"Rule2-4_EditDistance, Rule5b_Structural"
élégant,"élégance, élégamment, éléphant",3,Rule5b_Structural
